,Sentence_id,Text,Target,Category,Polarity
1078,430342:0,delicious simple food in nice outdoor atmosphere.,food,FOOD#STYLE_OPTIONS,positive
1079,430342:0,delicious simple food in nice outdoor atmosphere.,outdoor atmosphere,AMBIENCE#GENERAL,positive
1080,430342:1,"Kind, attentive wait staff.",wait staff,SERVICE#GENERAL,positive
1081,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,FOOD#QUALITY,positive
1082,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,FOOD#QUALITY,positive
1083,430342:3,My friend devoured her chicken and mashed potatos.,chicken and mashed potatos,FOOD#QUALITY,positive
1084,430342:4,Delicious crab cakes too.,crab cakes,FOOD#QUALITY,positive
1085,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,AMBIENCE#GENERAL,positive
1086,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,FOOD#QUALITY,positive
1087,430342:6,Great neighborhood joint.,joint,RESTAURANT#GENERAL,positive
1088,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,FOOD#STYLE_OPTIONS,positive
1089,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,FOOD#QUALITY,positive
1090,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,pizza place,RESTAURANT#GENERAL,positive
1091,433878:0,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,Basil slice,FOOD#QUALITY,positive
1092,433878:1,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,FOOD#QUALITY,negative
1093,433878:2,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,NULL,FOOD#QUALITY,negative
1094,433878:3,The counter service is bad.,counter service,SERVICE#GENERAL,negative
1095,433878:4,They charge different prices all the time.,NULL,SERVICE#GENERAL,negative
1096,433878:5,"They're rude at times, and not very friendly.",NULL,SERVICE#GENERAL,negative
1097,433878:6,NO PIZZA 33 for me!,PIZZA 33,RESTAURANT#GENERAL,negative
1098,436868:0,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",NULL,FOOD#QUALITY,negative
1099,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,FOOD#STYLE_OPTIONS,negative
1100,436868:1,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,FOOD#QUALITY,negative
1101,436868:2,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,FOOD#QUALITY,negative
1102,436868:2,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,FOOD#PRICES,negative
1103,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place,RESTAURANT#GENERAL,negative
1104,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,AMBIENCE#GENERAL,negative
1105,436868:3,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",clerks,SERVICE#GENERAL,negative
1106,444818:0,"Seriously, this place kicks ass.",place,RESTAURANT#GENERAL,positive
1107,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,AMBIENCE#GENERAL,positive
1108,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,SERVICE#GENERAL,positive
1109,444818:1,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,FOOD#QUALITY,positive
1110,444818:2,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,FOOD#QUALITY,positive
1111,444818:3,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",NULL,RESTAURANT#GENERAL,positive
1112,445960:0,"This is such a lovely, peaceful place to eat outside.",place,AMBIENCE#GENERAL,positive
1113,445960:1,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,LOCATION#GENERAL,positive
1114,445960:2,"It is set far from the small street it's on, and there is no traffic noise.",NULL,LOCATION#GENERAL,positive
1115,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,FOOD#QUALITY,positive
1116,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",basic dishes,FOOD#QUALITY,positive
1117,445960:3,"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,DRINKS#QUALITY,positive
1118,445960:4,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,LOCATION#GENERAL,positive
1119,447697:0,Great sushi experience.,sushi,FOOD#QUALITY,positive
1120,447697:1,Nice value.,NULL,RESTAURANT#PRICES,positive
1121,447697:2,Unique apppetizers.,apppetizers,FOOD#QUALITY,positive
1122,447697:3,Try sushimi cucumber roll.,sushimi cucumber roll,FOOD#QUALITY,positive
1123,449802:0,"Good spreads, great beverage selections and bagels really tasty.",spreads,FOOD#QUALITY,positive
1124,449802:0,"Good spreads, great beverage selections and bagels really tasty.",beverage selections,DRINKS#STYLE_OPTIONS,positive
1125,449802:0,"Good spreads, great beverage selections and bagels really tasty.",bagels,FOOD#QUALITY,positive
1126,449802:1,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,NULL,SERVICE#GENERAL,negative
1127,449802:3,Murray won't do it.,NULL,SERVICE#GENERAL,negative
1128,449802:5,But who says Murray's is anything about service.,service,SERVICE#GENERAL,negative
1129,449802:6,"So close, but not good enough.",NULL,RESTAURANT#GENERAL,neutral
1130,454704:0,Don't be fooled by crowds of people.,NULL,RESTAURANT#MISCELLANEOUS,negative
1131,454704:1,The service is awful.,service,SERVICE#GENERAL,negative
1132,454704:2,This place is not worth the prices.,place,RESTAURANT#GENERAL,negative
1133,454704:2,This place is not worth the prices.,place,RESTAURANT#PRICES,negative
1134,454704:3,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",NULL,SERVICE#GENERAL,negative
1135,455623:0,Love Pizza 33..,Pizza 33,RESTAURANT#GENERAL,positive
1136,455623:1,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza,FOOD#QUALITY,positive
1137,455623:3,It hits the spot every time,NULL,RESTAURANT#GENERAL,positive
1138,461928:0,This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot,RESTAURANT#GENERAL,positive
1139,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,FOOD#QUALITY,positive
1140,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,SERVICE#GENERAL,positive
1141,461928:3,I've been many time and have never been disappointed.,NULL,RESTAURANT#GENERAL,positive
1142,464215:1,They even scoop it out nice (for those on a diet) not too much not to little.,NULL,FOOD#STYLE_OPTIONS,positive
1143,464215:2,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,FOOD#QUALITY,positive
1144,464215:2,The cream cheeses are out of this world and I love that coffee!!,coffee,DRINKS#QUALITY,positive
1145,464215:3,A little crowded but they move that line really fast!,NULL,SERVICE#GENERAL,positive
1146,464215:3,A little crowded but they move that line really fast!,NULL,RESTAURANT#MISCELLANEOUS,negative
1147,464215:4,A little pricey but it really hits the spot on a Sunday morning!,NULL,RESTAURANT#PRICES,negative
1148,464215:4,A little pricey but it really hits the spot on a Sunday morning!,NULL,RESTAURANT#GENERAL,positive
1149,464342:0,"Bagels are ok, but be sure not to make any special requests!",Bagels,FOOD#QUALITY,neutral
1150,464342:0,"Bagels are ok, but be sure not to make any special requests!",NULL,SERVICE#GENERAL,negative
1151,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,SERVICE#GENERAL,negative
1152,464342:2,Be sure not to get anything other than bagels!..,NULL,FOOD#QUALITY,negative
1153,464342:2,Be sure not to get anything other than bagels!..,bagels,FOOD#QUALITY,positive
1154,464342:3,the turkey burgers are scary!,turkey burgers,FOOD#QUALITY,negative
1155,470488:0,The worst excuse for Japanese food I've ever encountered.,NULL,RESTAURANT#MISCELLANEOUS,negative
1156,470488:1,The soup for the udon was soy sauce and water.,soup for the udon,FOOD#QUALITY,negative
1157,470488:2,The sushi was awful!,sushi,FOOD#QUALITY,negative
1158,470488:3,The rice was poor quality and was cooked so badly it was hard.,rice,FOOD#QUALITY,negative
1159,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,FOOD#QUALITY,negative
1160,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,FOOD#QUALITY,negative
1161,470488:5,"The fish was adequate, but inexpertly sliced.",fish,FOOD#STYLE_OPTIONS,negative
1162,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,FOOD#QUALITY,negative
1163,475298:0,"Good, fast service.",service,SERVICE#GENERAL,positive
1164,475298:1,I would highly recommend.,NULL,RESTAURANT#GENERAL,positive
1165,475298:2,Food is great and inexpensive.,Food,FOOD#QUALITY,positive
1166,475298:2,Food is great and inexpensive.,Food,FOOD#PRICES,positive
1167,475298:3,The location is perfect.,location,LOCATION#GENERAL,positive
1168,475298:4,Give it a try and enjoy.,NULL,RESTAURANT#GENERAL,positive
1169,475512:2,"Well, this place is so Ghetto its not even funny.",place,AMBIENCE#GENERAL,negative
1170,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle,DRINKS#PRICES,negative
1171,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,AMBIENCE#GENERAL,negative
1172,475512:4,Would NEVER go back there.,NULL,RESTAURANT#GENERAL,negative
1173,476473:0,Awsome Pizza especially the Margheritta slice.,Pizza,FOOD#QUALITY,positive
1174,476473:0,Awsome Pizza especially the Margheritta slice.,Margheritta slice,FOOD#QUALITY,positive
1175,476473:1,Always busy but fast moving.,NULL,SERVICE#GENERAL,positive
1176,476473:2,Great atmoshere and worth every bit.,atmoshere,AMBIENCE#GENERAL,positive
1177,476473:2,Great atmoshere and worth every bit.,NULL,RESTAURANT#GENERAL,positive
1178,476473:3,Open late (well as late as I ever got there and I'm a night person),NULL,RESTAURANT#MISCELLANEOUS,positive
1179,483111:0,Winnie and her staff are the best crew you can find serving you.,staff,SERVICE#GENERAL,positive
1180,483111:0,Winnie and her staff are the best crew you can find serving you.,Winnie,SERVICE#GENERAL,positive
1181,483111:1,The food is reliable and the price is moderate.,food,FOOD#QUALITY,positive
1182,483111:1,The food is reliable and the price is moderate.,NULL,RESTAURANT#PRICES,neutral
1183,483111:2,What more can you ask for?,NULL,RESTAURANT#GENERAL,positive
1184,485026:0,"For authentic Thai food, look no further than Toons.",Thai food,FOOD#QUALITY,positive
1185,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",Pad Thai,FOOD#QUALITY,positive
1186,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,FOOD#QUALITY,positive
1187,485767:0,Everything about this restaurant was special.,restaurant,RESTAURANT#GENERAL,positive
1188,485767:1,"The service was attentive, yet discreet.",service,SERVICE#GENERAL,positive
1189,485767:2,The flavors robust and subtle.,NULL,FOOD#QUALITY,positive
1190,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,FOOD#QUALITY,positive
1191,485767:4,I'm saving up for my next visit.,NULL,RESTAURANT#GENERAL,positive
